LOOKUP KEY,PARENT,CODE,POSITION,MINIMUM,MAXIMUM,MANDATORY,PARENT ARRAY
RETURN_REQUEST_RETURN_SUB_REASONS,,Inadequate Energy Efficiency,,,,,Return for Damaged or Incorrect Product/Defective or Damaged Product/Incorrect Product/Changed My Mind/Don’t Like the Product/Product Arrived Late/Billing or Payment Issues/Product Packaging Issues
RETURN_REQUEST_RETURN_SUB_REASONS,,Quality Issues,,,,,Return for Damaged or Incorrect Product/Defective or Damaged Product/Incorrect Product/Changed My Mind/Don’t Like the Product/Product Arrived Late/Billing or Payment Issues/Product Packaging Issues
RETURN_REQUEST_RETURN_SUB_REASONS,,Delivery or Installation Issues,,,,,Return for Damaged or Incorrect Product/Defective or Damaged Product/Incorrect Product/Changed My Mind/Don’t Like the Product/Product Arrived Late/Billing or Payment Issues/Product Packaging Issues
RETURN_CREATION_LOCATIONS,,Customer,,,,,
RETURN_CREATION_LOCATIONS,,Location ID,,,,,
RETURN_INVENTORY_INFORMATION_STATUS,,New,,,,,
RETURN_INVENTORY_INFORMATION_STATUS,,Returned,,,,,
RETURN_INVENTORY_INFORMATION_STATUS,,Partially Returned,,,,,
RETURN_CREATION_STATUS,,Pending Approval,,,,,
RETURN_CREATION_STATUS,,Closed Approval,,,,,
RETURN_CREATION_STATUS,,Closed Reject,,,,,
RETURN_CREATION_STATUS,,Pending Eligibility Validation,,,,,
RETURN_CREATION_STATUS,,Pending Packaging,,,,,
RETURN_CREATION_STATUS,,Pending Reverse Pickup,,,,,
RETURN_CREATION_STATUS,,Reverse Pickup Closed,,,,,
RETURN_ITEM_DETAILS,,Reference Document,,,,,
RETURN_ITEM_DETAILS,,Serial Number,,,,,
RETURN_ITEM_DETAILS,,Article ID,,,,,
RETURN_ITEM_DETAILS,,Article ID & Serial Number,,,,,
RETURN_INCIDENT_DAMAGE_TYPES,,Physical Damage,,,,,
RETURN_INCIDENT_DAMAGE_TYPES,,Functional Damage,,,,,
RETURN_INCIDENT_DAMAGE_TYPES,,Expiry or Shelf Life,,,,,
RETURN_VENDOR_RESPONSIBLE,,Yes,,,,,
RETURN_VENDOR_RESPONSIBLE,,No,,,,,
RETURN_SALVAGE_VALUES,,Scrap Value,,,,,
RETURN_SALVAGE_VALUES,,Reconditioned Value,,,,,
RETURN_SALVAGE_VALUES,,Residual Value,,,,,
RETURN_SALVAGE_VALUES,,Parts Value,,,,,
RETURN_SALVAGE_VALUES,,Other,,,,,
RETURN_INCIDENT_LOCATION,,Damage During Storage,,,,,
RETURN_INCIDENT_LOCATION,,Manufacturing Defect,,,,,
RETURN_INCIDENT_LOCATION,,Damaged during Handling,,,,,
RETURN_TYPE_OF_LOSS,,Partially,,,,,
RETURN_TYPE_OF_LOSS,,Fully,,,,,
SALES_RETURN_PREFFERED_SETTLEMENT_METHOD,,Refund,,,,,
SALES_RETURN_PREFFERED_SETTLEMENT_METHOD,,Replacement – Same,,,,,
SALES_RETURN_PREFFERED_SETTLEMENT_METHOD,,Replacement – Different,,,,,
RETURN_INITIATION_DISPOSITION_STATUS,,Return Approval,,,,,
RETURN_INITIATION_DISPOSITION_STATUS,,Grading,,,,,
RETURN_INITIATION_DISPOSITION_STATUS,,Reverse Pickup,,,,,
RETURN_INITIATION_DISPOSITION_STATUS,,PRD,,,,,
SALES_RETURN_SETTLEMENT_METHOD,,Refund,,,,,
SALES_RETURN_SETTLEMENT_METHOD,,Replacement - Same,,,,,
SALES_RETURN_SETTLEMENT_METHOD,,Replacement - Other,,,,,
SALES_RETURN_SETTLEMENT_METHOD,,Repair,,,,,
SALES_RETURN_SETTLEMENT_METHOD,,Discount,,,,,
SALES_RETURN_REJECT_SETTLEMENT_METHOD,,Repair - Customer,,,,,
SALES_RETURN_REJECT_SETTLEMENT_METHOD,,None,,,,,
WARRANTY_RETURN_SETTLEMENT_METHOD,,Repair Without Replacement Of Spares,,,,,
WARRANTY_RETURN_SETTLEMENT_METHOD,,Repair With Replacement Of Spares,,,,,
WARRANTY_RETURN_SETTLEMENT_METHOD,,Replacement Of Item,,,,,
LEASE_RETURN_SETTLEMENT_METHOD,,Approve With Deduction,,,,,
LEASE_RETURN_SETTLEMENT_METHOD,,Approve Without Deduction,,,,,
SALEABLE_STATUS,,In Stock,,,,,
SALEABLE_STATUS,,Pending Payment,,,,,
SALEABLE_STATUS,,Dispatch,,,,,
STANDALONE_INVENTORY_GRADE,,Defective,,,,,
STANDALONE_INVENTORY_GRADE,,Refurbished Acceptable,,,,,
STANDALONE_INVENTORY_GRADE,,Refurbished Good,,,,,
STANDALONE_INVENTORY_GRADE,,Refurbished Very Good,,,,,
STANDALONE_INVENTORY_GRADE,,Not Tested,,,,,
STANDALONE_INVENTORY_GRADE,,Open Box,,,,,
STANDALONE_INVENTORY_GRADE,,New,,,,,
STANDALONE_INVENTORY_GRADE,,Mixed,,,,,
CAPITAL_ASSET_STATUS,,Assets,,,,,
FORWARD_REPLACEMENT_STATUS,,In Stock,,,,,
FORWARD_REPLACEMENT_STATUS,,Pending Payment,,,,,
FORWARD_REPLACEMENT_STATUS,,Dispatch,,,,,
FORWARD_DEMO_STATUS,,Demo,,,,,
FORWARD_DEMO_STATUS,,Dispatched,,,,,
FORWARD_DISPOSITION,,Saleable,,,,,
FORWARD_DISPOSITION,,Production,,,,,
FORWARD_DISPOSITION,,Usage,,,,,
FORWARD_DISPOSITION,,Demo,,,,,
FORWARD_DISPOSITION,,Replacement,,,,,
FORWARD_DISPOSITION,,Transfer,,,,,
FORWARD_DISPOSITION,,Capital Assets,,,,,
FORWARD_DISPOSITION,,Rental,,,,,
RENTAL_STATUS,,Reserve,,,,,
RENTAL_STATUS,,Pending Payment,,,,,
RENTAL_STATUS,,Out For Rental,,,,,
TRANSFER_INVENTORY_STATUS,,Pending Transfer,,,,,
PRODUCTION_STATUS,,Production Inventory,,,,,
PRODUCTION_STATUS,,Work In Progress,,,,,
PRODUCTION_STATUS,,Finished Or Semi Finished Goods,,,,,
PRODUCTION_STATUS,,Knitted Item,,,,,
ARTICLE_TYPES,,Consumables,,,,,
ARTICLE_TYPES,,Parts & Spares,,,,,
ARTICLE_TYPES,,Semi Finished Goods,,,,,
ARTICLE_TYPES,,Finished Goods,,,,,
ARTICLE_TYPES,,Packaging Material,,,,,
UOM_CODES,,mm,,,,,
UOM_CODES,,m,,,,,
UOM_CODES,,ml,,,,,
UOM_CODES,,l,,,,,
UOM_CODES,,mg,,,,,
UOM_CODES,,g,,,,,
UOM_CODES,,kg,,,,,
UOM_CODES,,No.,,,,,
PRD_STATUS,,PRD Created,,,,,
PRD_STATUS,,IRD Completed,,,,,
PRD_STATUS,,GRN Submitted,,,,,
PRD_STATUS,,Incomplete,,,,,
PRD_STATUS,,Open,,,,,
PRD_STATUS,,Approval,,,,,
PRD_STATUS,,Closed,,,,,
CANNIBALIZATION_STATUS,,To Be Cannibalized,,,,,
CANNIBALIZATION_STATUS,,To Be Cannibalized Item,,,,,
CANNIBALIZATION_STATUS,,Work In Progress,,,,,
CANNIBALIZATION_STATUS,,Work In Progress Item,,,,,
CANNIBALIZATION_STATUS,,Cannibalized,,,,,
CANNIBALIZATION_STATUS,,Cannibalized Item,,,,,
