Vendor Name,Vendor Code,Location,Vendor Type,E-waste certified,Contracted
Mm Infotek,mminfo,,B2B,No,No
Rakshitha Garments,ghanshyam,,B2B,No,No
S C Dubey & Company,scdube,,B2B,No,No
Mnr  Boutique,mnrboutique,,B2B,No,No
Mini Mart,minimart,,B2B,No,No
Fineteck Systems,Fineteck,,B2B,No,No
Singh International ,charanjeet,,B2B,No,No
S.A.Agencies,saagencies,,B2B,No,No
M/S Naveen Enterprises,naveen,,B2B,No,No
Fab Print Technologies,bhaskar,,B2B,No,No
V3 Mobile Poinr,vmobn,,B2B,No,No
Srinivasa Enterprises,srinivasa,,B2B,No,No
Fabbo Enterprise,fabbo,,B2B,No,No
Jain Mobile & Electronics,ankurj,,B2B,No,No
Mahaveer Garments,mahaveer,,B2B,No,No
Boxcy,boxcy,,B2B,No,No
Art Infocom Llp,artinfocom,,B2B,No,No
Manjuk,manjuk,,B2B,No,No
I Seven,iseven,,B2B,No,No
Shri Vinayak Computer,shvin,,B2B,No,No
Orbit Computer,orbitc,,B2B,No,No
Double Infinity Technologies,doubleinf,,B2B,No,No
Miracle Computers,miraclec,,B2B,No,No
A Naaz Info Tech,naazinfo,,B2B,No,No
Varun,cashcounter,,B2B,No,No
United Enterprises,unitent,,B2B,No,No
Dt Zone,dtzone,,B2B,No,No
Kannect World,kannect,,B2B,No,No
Trimurti It Solution,trisol,,B2B,No,No
Hema,hemac,,B2B,No,No
Penumarthi,giribabupp,,B2B,No,No
Bright Computers,brightc,,B2B,No,No
Ayu Home Shop,ayuhs,,B2B,No,No
 Tirupati Data Forms,tirudata,,B2B,No,No
Mob,mobrand,,B2B,No,No
Royal Autoparts,royal,,B2B,No,No
Gizmo Infotech,gizmo,,B2B,No,No
Golden,goldenm,,B2B,No,No
Asmi Mobile World,asmi,,B2B,No,No
S.A.K Traders,sanaulla,,B2B,No,No
Choice Computer,chocom,,B2B,No,No
Javeed,javeed,,B2B,No,No
 Kotak Computers,kotakcomp,,B2B,No,No
Skystar Network,skystar,,B2B,No,No
Rn Scrap,rayan,,B2B,No,No
Good Service,good,,B2B,No,No
Shrenik Nanavati,shrenik,,B2B,No,No
Life Computers,lifeco,,B2B,No,No
Shreevaru Computers And Laptops,sree,,B2B,No,No
 D M R Electronics,dmrelectro,,B2B,No,No
S K Computer,skcom1,,B2B,No,No
Vishal Gift World,vishalg,,B2B,No,No
Sarovara Agencies,sarovara,,B2B,No,No
M/S Ayush Electonics & Electricals,ayuele,,B2B,No,No
 Computer & Sound Gallery,compsaou,,B2B,No,No
V Care Systems,vcare,,B2B,No,No
N Joy Mobiles,njoy,,B2B,No,No
Royal Mobiles,royalmobiles,,B2B,No,No
J A S Systems,jsystems,,B2B,No,No
Fantastic World,fanwor,,B2B,No,No
Nice Gift Gallery,niceg,,B2B,No,No
Pritam Enterprises,prient,,B2B,No,No
Kgn Enterprises,kgnent,,B2B,No,No
Destiny Enterprises,desent,,B2B,No,No
"Pinky Jitendra Sugnani, Prop. Of Ashish Enterprises",ashent,,B2B,No,No
P.J. Mobile World & Electronics,pjmob,,B2B,No,No
New Model Mobile,newmode,,B2B,No,No
Goodwill Computers,goodco,,B2B,No,No
Nakoda Mobile Plus,nakmob,,B2B,No,No
Wali Chawdhari,wali,,B2B,No,No
Welcome Computer,bharatwc,,B2B,No,No
Brilliant Engneering,venkat,,B2B,No,No
Micron Systems,micsys,,B2B,No,No
Rose Multibrand Mobile Showroom,rosem,,B2B,No,No
Vishwanath S,vishwa,,B2B,No,No
Basheer Ahmed,basheer,,B2B,No,No
Rohit Communication,rocom,,B2B,No,No
Gangaraju,ganga,,B2B,No,No
Speed Printer Solutions ,speed,,B2B,No,No
Gopal Entetprises,gopal,,B2B,No,No
Deepak Jain,deepak,,B2B,No,No
S K Readymade Garments,skreadymade,,B2B,No,No
Trade 4 Corp Llp,trade4,,B2B,No,No
Ramakrisha,rama,,B2B,No,No
Sirnivas Medical & Genral Store,simi,,B2B,No,No
Eco E Waste Recyclers India Private Limited ,saleem,,B2B,No,No
Navdeep Collectionz,navdeep,,B2B,No,No
New All Classic,pasham,,B2B,No,No
Manigandan,mani,,B2B,No,No
Asian Innovative Digital Solutions,asianinno,,B2B,No,No
Harish ,harisht,,B2B,No,No
Shailesh,shailesh,,B2B,No,No
Dreams Computer Systems,drecom,,B2B,No,No
Avigyan Engineering Enterprise,Avigyan,,B2B,No,No
Sony Enterprises,noor,,B2B,No,No
Ameer Telecom,syedjaved,,B2B,No,No
Sa Automobiles,abid,,B2B,No,No
Riddhi Siddhi Computers,ridsid,,B2B,No,No
Sri Venkateshwara Home Appliances,venkateshwara,,B2B,No,No
Belliappa,belliapa,,B2B,No,No
Z Enviro Industries Private Limited,prasenjit,,B2B,No,No
3 G Network Solutions,keshava,,B2B,No,No
Dummy Gati,usma,,B2B,No,No
Sj Automobiles,sjauto,,B2B,No,No
Metrobit Networks Private Limited,alpesh,,B2B,No,No
Om Sai Darshan Sansthan,omsaidarshan,,B2B,No,No
Lace Up Enterprises,inam,,B2B,No,No
Sree Varu Enterprises,sreevaru,,B2B,No,No
Jeans World,jeansworld,,B2B,No,No
Pheonix Mobile,thejesh,,B2B,No,No
Raj Mobile,rajmoe,,B2B,No,No
Bb,jeby,,B2B,No,No
Diamond Enterprises,diamond,,B2B,No,No
Gujarat Mobile,gujmob,,B2B,No,No
Hi Tech Traders,hitech,,B2B,No,No
Bhart Singh ,bharats,,B2B,No,No
Vrishabh Sales,vrsale,,B2B,No,No
Gupta Bandhu,guptab,,B2B,No,No
All Shaikh,allshaikh,,B2B,No,No
Spas Computers,spas,,B2B,No,No
Professional Computer Solutions,profcomp,,B2B,No,No
Adams Pasha,afzalp,,B2B,No,No
Gurudev Mobile,gurmob,,B2B,No,No
Digital Network World,dignet,,B2B,No,No
Balaji Infosolutions Inc.,balinfo,,B2B,No,No
Naaz House,naazh,,B2B,No,No
Mustafa Ansari,mustafa,,B2B,No,No
Basant Maheshwari,basant,,B2B,No,No
Mohd. Firdosh Alam ,firdosh,,B2B,No,No
Faseel,faseel,,B2B,No,No
Nandu Kumar,nandu,,B2B,No,No
Goodluck Technologies,goodluck,,B2B,No,No
Hms Hardware And Electricals,hmshe,,B2B,No,No
K C Chhabra,kailash,,B2B,No,No
F D Communication,fdcomm,,B2B,No,No
Master Bags,irshad,,B2B,No,No
Rajiv Jain,rajiv,,B2B,No,No
Sam Enterprises,samenter,,B2B,No,No
Chetan,chetan,,B2B,No,No
Lalith Jain,lalith,,B2B,No,No
Sofia Magnet,sofia,,B2B,No,No
Varalakshmi Automobiles,varalakshmi,,B2B,No,No
A K Service,akservice,,B2B,No,No
Amirbhai,amirbhai,,B2B,No,No
Ultimate It Solution,ultimate,,B2B,No,No
Orange Infinity,orainf,,B2B,No,No
Reboot Systems India Pvt Ltd,reboot,,B2B,No,No
Sohail Shaikh,sohail,,B2B,No,No
 Darshan Mobile,darshanm,,B2B,No,No
Auratech,auratech,,B2B,No,No
Total Computer Solution,totcom,,B2B,No,No
Mujahid,mujahid,,B2B,No,No
Farhan Ahmed,farhan,,B2B,No,No
Mohammed Mushtaq ,mushtaq,,B2B,No,No
Puneeth Enterprises,puneeth,,B2B,No,No
Shaik Maqsood Hussain,maqsood,,B2B,No,No
Zubair,zubair,,B2B,No,No
Ayyappa Cell World,ayyapp,,B2B,No,No
Puneeth Deparment Store,puneethds,,B2B,No,No
Swag Electronics & Trading,swagele,,B2B,No,No
Limra Computer,limrac,,B2B,No,No
Saideep Enterprises ,saideep ,,B2B,No,No
Harshal Gawali,harshal,,B2B,No,No
Visual Info Systems Pvt Ltd,visinfo,,B2B,No,No
Kushank Laptop Solution,kuslap,,B2B,No,No
Romanls Mobiles And Electronics,romanls,,B2B,No,No
Masi Communications,masicom,,B2B,No,No
R .G. Mobiles,rgmob,,B2B,No,No
The Game Spot,gamespot,,B2B,No,No
Kafil Ahamed,muktar,,B2B,No,No
Falcon Computer Scrap,falcon,,B2B,No,No
Sri Saimedha Computer Creations,srisaim,,B2B,No,No
Mahadev Computers,mahadevcomp,,B2B,No,No
Akshar Infosys,akshinfo,,B2B,No,No
Dilip Singh,dilip,,B2B,No,No
Maxxcom,maxxc1,,B2B,No,No
Show On,showon1,,B2B,No,No
Mohammed Rafiq,rafiq,,B2B,No,No
Funky Fashion,satish,,B2B,No,No
Shri Chandra Goel ,chandra,,B2B,No,No
Syed Sageer Ahmed,syeds,,B2B,No,No
Hariom,hariomm,,B2B,No,No
Ashraf Chhagla,ashraf,,B2B,No,No
Mahesh Telecom,mahtel,,B2B,No,No
Anmol Old Cloth Mart,kishore,,B2B,No,No
Sag Systems,sagsys,,B2B,No,No
Malebox,sairudra,,B2B,No,No
Bharath,bhushan,,B2B,No,No
Hari Govind,hariy,,B2B,No,No
Skd Marketing,reena,,B2B,No,No
Dreams Designs,dreamsdes,,B2B,No,No
Shiv Om Apparel,shivom,,B2B,No,No
A To Z Mobile Serviice Center,atozm,,B2B,No,No
 Kavita Traders,kavitatrade,,B2B,No,No
Roshankumar,roshanbiz,,B2B,No,No
Shree Bileswar Polypack,dhiraj,,B2B,No,No
Puttaraju Manugowda,puttaraju,,B2B,No,No
Vivek Shah,vivekkumar,,B2B,No,No
 M/S Shrinath Arcade,manish,,B2B,No,No
Laptopwala,shariff,,B2B,No,No
Nishanth,nishanth,,B2B,No,No
Md. Nasim Ansari,nasim,,B2B,No,No
Durgesh Patkar,durgeshp,,B2B,No,No
Surendra Kapoor ,surendra,,B2B,No,No
Shahi Mega Structures Pvt Ltd,shahimega,,B2B,No,No
Arihant Nx.,mitesh,,B2B,No,No
Shri Madhavan Collections,venkatesan,,B2B,No,No
Libas Faashion,libas,,B2B,No,No
Active Tech Computer Solutions,narendra,,B2B,No,No
Naseem Khan,haseen,,B2B,No,No
Shree Cool Club,aayush,,B2B,No,No
Mahieshwar Electrical,Mahieshwar,,B2B,No,No
Ssr Enterprse,samir,,B2B,No,No
Raju C G,gangaiah,,B2B,No,No
Shaik,uzzifive,,B2B,No,No
Nayeem Ulla ,nayeemu,,B2B,No,No
Blubirch ,sudheendra,,B2B,No,No
Computer Shoppe Prop Vikas Patle,comshop,,B2B,No,No
Satya Prakash ,satyap,,B2B,No,No
Helico International,helico ,,B2B,No,No
Umashankar,umashankar,,B2B,No,No
Deepak Agarwal,deepaka,,B2B,No,No
Karan Enterprises,karant,,B2B,No,No
S A Enterprises,aftabm,,B2B,No,No
Kh E Waste Recyclers,khamruali,,B2B,No,No
Hariom Computer,tarachand,,B2B,No,No
Hi Tech Recycling (India) Private Limited,hitechr,,B2B,No,No
M/S E Waste Recyclers India,jasmine,,B2B,No,No
Hjkhk,mehboob,,B2B,No,No
Royal Touch,royalt,,B2B,No,No
Rishbh Steel & Appliances,rishbh,,B2B,No,No
Favourite Mobiles,favourite,,B2B,No,No
Mishra Air Cool Service,mishra,,B2B,No,No
Hari Om Enterprises,hariom,,B2B,No,No
Juned,juned,,B2B,No,No
Bhairvinath Enterprise,bhairv,,B2B,No,No
Gowri Traders,gowri,,B2B,No,No
S G Communication,sgcom,,B2B,No,No
Prepack Marketing,prema,,B2B,No,No
Hbt Computer,hbtcom,,B2B,No,No
Mobile World & Accessories,mobworld,,B2B,No,No
Classic Enterprises,classic1,,B2B,No,No
Vesture Vibes,vesture,,B2B,No,No
Shridatta Enterprises,shridatta,,B2B,No,No
Shyam Kumar,shyam,,B2B,No,No
Sai Deparmentale Store,saidepa,,B2B,No,No
Malnad Info Tech,malnad,,B2B,No,No
Leather Collections,leather,,B2B,No,No
Shri Girija Shankar Trading Company,girija,,B2B,No,No
Softcom Technology,softcom,,B2B,No,No
Seema Traders,seema,,B2B,No,No
Patidar Infocom,patidar,,B2B,No,No
Shiv Infocom,shivinfo,,B2B,No,No
Aqssa Furniture,aqssa,,B2B,No,No
Dip Computer,dipcom,,B2B,No,No
Agfa Enterprises,agfa,,B2B,No,No
Thin Computing Solutions Private Limited,thin,,B2B,No,No
M/S Datalink Enterprises,datalink,,B2B,No,No
Softway Computers,softway,,B2B,No,No
Chandresh Jain,chandresh,,B2B,No,No
Dsr Mobiles Sales & Servicrs,dsrmobiles,,B2B,No,No
National Mobiles,nmobiles,,B2B,No,No
M/S Vv Computer Services,vvcom,,B2B,No,No
Rakesh Jain,rakesh,,B2B,No,No
Star Scrap Center,star,,B2B,No,No
Amjadpasha,amjad,,B2B,No,No
Anam Cool Services,anam,,B2B,No,No
Anand Mobiles,anand1,,B2B,No,No
M/S Diljeet,diljeet,,B2B,No,No
Av Trading And Company,avtrade,,B2B,No,No
Laptop House,laptophouse,,B2B,No,No
Assisted Buyer,assisted_buyer,,B2B,No,No
Rahul Mobile,rahulm,,B2B,No,No
Hatim Traders,hatim,,B2B,No,No
Waheguru Electronics Systems,waheguru,,B2B,No,No
Fortune Cell Care,fortune,,B2B,No,No
Maruthi Computer Mall,maruthi,,B2B,No,No
Roop Vasan Bhandar,roop,,B2B,No,No
Suritex Pvt Ltd ,suritex,,B2B,No,No
Manjuv,manjuv,,B2B,No,No
Bajoria Electronics,Bajoria,,B2B,No,No
Hyperlink Solutions,hyperlink,,B2B,No,No
New Scientific Computers,newsent,,B2B,No,No
G J Enterprises,gjenterprises,,B2B,No,No
Jagatar & Co.,jagat,,B2B,No,No
The Tec Store,thetec,,B2B,No,No
Vandana Communications,vandana,,B2B,No,No
Kshipra Motors Pvt Limited,kshipra,,B2B,No,No
Sri Lakshmi Times And Mobiles,srilakshmi,,B2B,No,No
Micro It Solutions,micro,,B2B,No,No
Sannavi Mobiles,sannavi,,B2B,No,No
Real Biz,realbiz,,B2B,No,No
Abid Electricals,amerkazi,,B2B,No,No
Visa Infotech,kushal,,B2B,No,No
Subhan Refrigeration,subhan,,B2B,No,No
 M K Computer,mkcom,,B2B,No,No
Shantisagar Enterpri,shantisagar,,B2B,No,No
S S Mobile,ssmobile,,B2B,No,No
Jbit Solutions,jbit,,B2B,No,No
Ananya Cool Services,anany,,B2B,No,No
Karthik Laptop World,karthiklw,,B2B,No,No
Kirti Computers,kirticom,,B2B,No,No
Tgt Buyback,tgtbuy,,B2B,No,No
A Dot Computers,adotcom,,B2B,No,No
Next Gen Technologies,nextgen,,B2B,No,No
Gk Computers,gkcom,,B2B,No,No
Hamid Electric,hamid,,B2B,No,No
Bhushan Computers,bhushanc,,B2B,No,No
D M Electronics,dmele,,B2B,No,No
Sana Enterprises,sana,,B2B,No,No
Alfa Systems Computer Sales & Service,alfa,,B2B,No,No
J D It Solutions,jdit,,B2B,No,No
Sm Computers,smcom,,B2B,No,No
Mujeeb,mujeeb,,B2B,No,No
Senthoor Murugan Store,senthoormurugan,,B2B,No,No
A Mobile Telecom,amobt,,B2B,No,No
 Sarthik Enterprise,sarthik,,B2B,No,No
Emart Games,emart,,B2B,No,No
Yarab Hindusthan,yarab,,B2B,No,No
Orion Eoffice (India) Private Limited,orione,,B2B,No,No
Rishab Enterprises,rishent,,B2B,No,No
Shree Computer,shrec9,,B2B,No,No
Arvind,arvind,,B2B,No,No
Saurabh,saurabh,,B2B,No,No
Vamsi,vamsi,,B2B,No,No
Computer Nation,computer1,,B2B,No,No
Mitanshi Info Systems,mitanshi,,B2B,No,No
M/S Super Telecom,suptel,,B2B,No,No
Sri Veerabhadreshwara Enterprises,sriveera,,B2B,No,No
New Fine Garment,sajeed,,B2B,No,No
Kasmade Data Corporation,kasmade,,B2B,No,No
Jj Fashions,srinivas,,B2B,No,No
Manjunath. D,manjunath,,B2B,No,No
Vg Computers,comvg,,B2B,No,No
Creative Mobile.,creative,,B2B,No,No
Shree Kela Devi Traders,devitraders,,B2B,No,No
Cleantech,cleantech,,B2B,No,No
Ashapura Marketing,ashapura,,B2B,No,No
Diya Telecom,diya,,B2B,No,No
P M Communication,pmcom,,B2B,No,No
Sri Sai Computer,srisai,,B2B,No,No
Aarav Mobitech,aarav,,B2B,No,No
Mit Manipal ,buyer,,B2B,No,No
Terabyte Technologies,terabyte,,B2B,No,No
Overstock Retail Ventures Private Limted,excess,,B2B,No,No
A To Z Computer And Technology,atoz2,,B2B,No,No
S.M Computer And Electronics,smcom1,,B2B,No,No
Adhishakti Groups,adhishakti,,B2B,No,No
Branded Pc,branded,,B2B,No,No
Dream World Communication,deram,,B2B,No,No
Venkys Electricals,venkys,,B2B,No,No
Bharath Automomobiles,bharath,,B2B,No,No
Laps N Comps,laps,,B2B,No,No
 A.N.Computers And Laptops,ancom,,B2B,No,No
Core Computing,core,,B2B,No,No
Milestone Info Solutions,milestone,,B2B,No,No
M. Y. S. Electronics,myselect,,B2B,No,No
S.M. Enterprises,smenter,,B2B,No,No
Rr Enterprises,rrenter,,B2B,No,No
Cane Fort,canefort,,B2B,No,No
Veetrag Traders,veetr,,B2B,No,No
Gm Group,gmgroup,,B2B,No,No
Carwan Footwear,carwan,,B2B,No,No
Nn Mobile Shop,nnmobile,,B2B,No,No
Sapphire,sapphire,,B2B,No,No
Technova Computer,technova,,B2B,No,No
Wild Stone,Wildstone,,B2B,No,No
Geeta Technologies,geeta,,B2B,No,No
National Old Spares & Scrap,national1,,B2B,No,No
Anil Electronics,anilele,,B2B,No,No
J P Computers,jpcom,,B2B,No,No
S.P.Enterprises,spent,,B2B,No,No
Arsh Vision,arshv,,B2B,No,No
Mahalakshmi Computers,mahalakshmi,,B2B,No,No
 Shanti Enterprises,shanti,,B2B,No,No
Supreme Computers,supreme,,B2B,No,No
Unique Enterprises,unique1,,B2B,No,No
Viva Technologies,viva,,B2B,No,No
S.N.T. Trading Co.,snttrading,,B2B,No,No
City Mobile Planet,citymob,,B2B,No,No
Golden Furniture,golden,,B2B,No,No
Micro World,world,,B2B,No,No
L K Computer Need,lkcom,,B2B,No,No
M Y Enterprises,shivakumar,,B2B,No,No
Laksh Systems,laksh,,B2B,No,No
Oms Computer Solutions,omcom,,B2B,No,No
New Himalaya Footwear,himalaya,,B2B,No,No
Nagu Mobiles,nagumo,,B2B,No,No
Femina Telecom,femina,,B2B,No,No
Vinayaka Mobiles,vinayaka,,B2B,No,No
Jai Gurudev Electronics,jaigu8,,B2B,No,No
Premji Fashions,premji,,B2B,No,No
V L Computers,vlcom,,B2B,No,No
S Y S World ,sysworld,,B2B,No,No
Prakash Mobile & Laptop Store,prakash1,,B2B,No,No
Sree Shyam Enterprises,sreeshyam,,B2B,No,No
Bhandari It Hub,bhandari,,B2B,No,No
New Carwan 1 St Avenue,newcarwan,,B2B,No,No
Dhanu Footwear,dhanu,,B2B,No,No
Ideas Infotech,ideas,,B2B,No,No
Smc Mobile,smcmobile,,B2B,No,No
Amruth Digital Colour Lab And Studio,amruth,,B2B,No,No
Ravi Traders,ravitraders,,B2B,No,No
Premal Doshi,premal,,B2B,No,No
Yash Technologies,yash,,B2B,No,No
R.M Computers,rajguru,,B2B,No,No
Elangovan,elan,,B2B,No,No
New Cosmic Telecom,newcosmic,,B2B,No,No
Indian Steels,indian,,B2B,No,No
M/S Laptop Care,laptopcare,,B2B,No,No
Mitsoi Corporation,mitsoi,,B2B,No,No
Shree Ganeshay Namah Marketing,ganeshay,,B2B,No,No
My Choice,choice,,B2B,No,No
Smart Tech Systems,smarttech,,B2B,No,No
Print Touch,printt,,B2B,No,No
Malik Mobiles,malik,,B2B,No,No
Manu Garments,manu,,B2B,No,No
Shri Sai Balaji Enterprises,shrisai,,B2B,No,No
Royal Mobile And Electronics,royalmele,,B2B,No,No
Nash Systems And Services,nashs,,B2B,No,No
Pixel Computer,pixel,,B2B,No,No
Noni,noni,,B2B,No,No
Prasad Mobiles,prasad1,,B2B,No,No
M/S Deepak Computers,deepakcom,,B2B,No,No
"M/S.""Retro""",retro,,B2B,No,No
3 G Mobiles,yoosuf,,B2B,No,No
Jsd Technologies,jsdtech,,B2B,No,No
Rekha Glass Plywood & Hardware,rekha,,B2B,No,No
Sri Vinayaka Mobile Care,srivinayaka,,B2B,No,No
Classic Furnitures,classicf,,B2B,No,No
Aksa Collections,arifs,,B2B,No,No
Noor Agencies,noora,,B2B,No,No
Neptchun Computers,neptch,,B2B,No,No
Hi Tech Systems,hitechs,,B2B,No,No
Shams Computers,shamc,,B2B,No,No
Buyback 4 U,buback,,B2B,No,No
Shiva Refrigeration,shivare,,B2B,No,No
Mobile Casino,casino,,B2B,No,No
 Green Oak Furniture,greeen,,B2B,No,No
Computer Care & Graphics,comcare,,B2B,No,No
Foot Care Enterprises,footcare1,,B2B,No,No
Sainath Sound System,sainaths,,B2B,No,No
Vijay Enterprises,vijaye,,B2B,No,No
Saubhagya Mobile Shopee,saubha,,B2B,No,No
Prime Shoe Mall,primeshoe,,B2B,No,No
A 3 Sales,athreesales,,B2B,No,No
N S Footwear,shahed,,B2B,No,No
Sanjay Electricals,sanele,,B2B,No,No
N T Communications,shekhar,,B2B,No,No
Maruthi Telecom And Computronics,maruthi1,,B2B,No,No
Online Technologies,onlinet,,B2B,No,No
Paramount Enterprises,paramou,,B2B,No,No
Sri Ganesh Metal And Home Appliances,sriganesh,,B2B,No,No
M Tech Sevices,mtsev,,B2B,No,No
M S R K Communication,msrkc,,B2B,No,No
Swastik Communication,swascom,,B2B,No,No
Sagar Footwear,sagarf,,B2B,No,No
Poonam Timber,poonam,,B2B,No,No
 V Tech Systems,vtech,,B2B,No,No
The Shoe Plaza,shoeplaza,,B2B,No,No
Mobile Paradise,paradise,,B2B,No,No
Nayaz Furnitures & Interiros,nayaz,,B2B,No,No
Haris Electronics,harishelectronics,,B2B,No,No
The Mobile Shop,themob,,B2B,No,No
Mohan Enterprises,mohent,,B2B,No,No
Knowledge Lens, lens,,B2B,No,No
Aradhya Computers Sales And Services,aradhyac,,B2B,No,No
Jck Enterprises,jckente,,B2B,No,No
New Variety Foot Wear,variety,,B2B,No,No
Shipra Computer,shipra,,B2B,No,No
Sai Distributors,saidis,,B2B,No,No
V Tech Infosys,vtechin,,B2B,No,No
Omsai Computer Services,omsai,,B2B,No,No
Kanasu Mobiles,kanasu,,B2B,No,No
Shri Hari Computers,shrihari,,B2B,No,No
O2 Mobiles ,o2mob,,B2B,No,No
Blue Ocean,blueocean,,B2B,No,No
Tirath Fastners,tirath,,B2B,No,No
Modern Cooler,modco,,B2B,No,No
Vividha Mobile Shopee,vividhmo,,B2B,No,No
Brindavan Computers Sales And Services,brindavan,,B2B,No,No
Ps Computers,pscomp,,B2B,No,No
Supreme Home Appliances,supreme1,,B2B,No,No
Shri Balaji Communication,shribalaji,,B2B,No,No
 Active Enterprises,active,,B2B,No,No
Primus Infocom,gandhi,,B2B,No,No
Cauvery Digital Lab,cauvery,,B2B,No,No
Ayaan Techno World Private Limited,ayaan,,B2B,No,No
Starnet Solution,starnet,,B2B,No,No
Pentacom,pentacom,,B2B,No,No
Bhavani Infotech,bhavanii,,B2B,No,No
Raghav Enterprises,ragent,,B2B,No,No
Tenkasi Mobile Store,tenkasi,,B2B,No,No
Sairam Infotech,sairinf,,B2B,No,No
Gks Hotel Solutions,gksho,,B2B,No,No
Krieda Solutions Pvt Ltd,kride,,B2B,No,No
Pooja Mobile Store,pooja1,,B2B,No,No
Mobos And Smies,mobsm,,B2B,No,No
 Sell Your Cell,selly,,B2B,No,No
Kshatriya Computers,kshcomp,,B2B,No,No
Adarsh Computers,adarsh,,B2B,No,No
Mobileneeds,mobnee,,B2B,No,No
Logicpanel,logip,,B2B,No,No
Ganesh Enterprises,ganeent,,B2B,No,No
 Vinayagam Computers,vinayagam,,B2B,No,No
Stellan Tech,stellan,,B2B,No,No
 Titan Steels,titansteels,,B2B,No,No
Kohinoor Scrap,kohinoor,,B2B,No,No
 S.S. Enterprises,ssenter,,B2B,No,No
Maa Chamunda Mobile & Electronic,chamunda,,B2B,No,No
 Sahara Enterprises,saharaen,,B2B,No,No
 M/S Vinayaka Electronics,vinayaka1,,B2B,No,No
B.H.Rahaman Sheriff Engineering,sheriff,,B2B,No,No
Samiullah,samiullah,,B2B,No,No
Shri Sai Computer Sales & Services,shriscom,,B2B,No,No
Deshmukh Multi Services,multiser,,B2B,No,No
Computer Zone,comzone,,B2B,No,No
Sai Tronics ,janavi,,B2B,No,No
 Concept Gadgets & Solutions,concept,,B2B,No,No
New Chennai Mobiles,newch,,B2B,No,No
P C Xpertz,pcxpertz,,B2B,No,No
Siddhi Computers Sales & Service,siddhi,,B2B,No,No
Shree Ganesh Computer Sales & Service,shreegan,,B2B,No,No
Altech Systems,altech,,B2B,No,No
Old Computer Depot,oldcom,,B2B,No,No
Darshan Mobile,darshan,,B2B,No,No
 National Corporation,nationalcorp,,B2B,No,No
Burhani Computers,burhani,,B2B,No,No
Mahalakshmi Computers,mahacoms1,,B2B,No,No
Ankur Computers,ankuc,,B2B,No,No
Sky Infotech India,skyinfo,,B2B,No,No
Brp Infotech Private Limited,brpinfo,,B2B,No,No
 Shahid Enterprises,shahident,,B2B,No,No
Mohiniraj Enterprises,mohiniraj,,B2B,No,No
Sahil Traders,sahil,,B2B,No,No
Indias Click,indias,,B2B,No,No
Jalaj Impex,jalaj,,B2B,No,No
 Sav Microelectronics Llp,savmicro,,B2B,No,No
Rahil Traders,rahil,,B2B,No,No
E Solution,esolu,,B2B,No,No
Ms Parth Solution,msparths,,B2B,No,No
M/S Compium,compium,,B2B,No,No
Maruti Computers,maruti1,,B2B,No,No
S P Tech Solutions,sptech,,B2B,No,No
Jaiswal Infotech,jaiswal,,B2B,No,No
 J B Steel Corporation,jbsteel,,B2B,No,No
S.M.Sons Enterprises,smsons,,B2B,No,No
Globl Refrigeration And Airconditioning,globlref,,B2B,No,No
Handa Enterprises,handa,,B2B,No,No
 Siddham/ Sharanam Marketing,siddham,,B2B,No,No
R.S. Networkers,rsnet,,B2B,No,No
Sri Sai Allied Services,srisai1,,B2B,No,No
Arjun Computer,arjuc,,B2B,No,No
Disycom Infotech,disycom,,B2B,No,No
H S Communions,hscom,,B2B,No,No
M/S Kashish Computors,mskashish,,B2B,No,No
 Digital World Computers,digital,,B2B,No,No
M M Trading Recycling Co,mmtrade,,B2B,No,No
Arazoo Computer,arazoo,,B2B,No,No
 Sanjari Enterprises,sanjari,,B2B,No,No
Mahaveer Telecom,mahaveer1,,B2B,No,No
Lilawati Enterprises,lilae,,B2B,No,No
 Ramesh Awhad & Co.,ramesh1,,B2B,No,No
 Leonine Computers,leonine,,B2B,No,No
Khushi Computer,khushicom,,B2B,No,No
 M/S.R.K.Scrap Traders,msrks,,B2B,No,No
Fono The Complete Mobile Store,fonothe,,B2B,No,No
C. Communication,ccom,,B2B,No,No
Western Mobiles,western,,B2B,No,No
 Royal Infoware,royal1,,B2B,No,No
 Mark Cool Services,markco,,B2B,No,No
Kaba Steels,kaba,,B2B,No,No
 India Chappal Stores,indiach,,B2B,No,No
One Touch,touch,,B2B,No,No
Atlas It World ,atlas,,B2B,No,No
Shri Sadguru Traders,sadguru,,B2B,No,No
New Sai Mobile,newsai,,B2B,No,No
Prathmesh Computers,prathmesh,,B2B,No,No
Chougule Computer,chougule,,B2B,No,No
Bm Fitness,bmfit,,B2B,No,No
Mamdani Computers,mamdani,,B2B,No,No
Technosoft Solutions,technosoft,,B2B,No,No
Shrikrishna Cooling Services ,shrikrishna,,B2B,No,No
I Ind Computer,IIndcom,,B2B,No,No
Just Sell,justse,,B2B,No,No
 M/S Khajuji Usmanji And Sons,mskha,,B2B,No,No
Jrs Recyling Pvt Ltd,jrrecplt,,B2B,No,No
Ventan Enterprises,ventan,,B2B,No,No
Aaks Technologies,aakst,,B2B,No,No
Online Mobiles Shop,online,,B2B,No,No
A2 Z Enterprises,a2zenter,,B2B,No,No
Infinet Computers,infinet,,B2B,No,No
Salecha's Corporate,salecha,,B2B,No,No
Anshul Footfashion,anshulf,,B2B,No,No
Newtech Solutions,newtech,,B2B,No,No
